MAE,RMSE,MAPE,R2,DA,Ticker,Model
0.38666433812833517,0.5861041852294223,1.631335645391373,0.9189566087891575,0.4444444444444445,ACB,SVM
0.5466040916754973,0.7957594514701453,2.2902463901442833,0.8544346034264553,0.4285714285714286,ACB,ANN
0.5943645700324002,0.8128207511986961,2.471283226662885,0.8489756198809162,0.4285714285714286,ACB,ARIMA
